read_id,meter_id,customer_id,read_timestamp,read_type,units_consumed,cumulative_reading,voltage_v,current_a,power_factor,peak_demand_kw,reactive_units_kvar,tamper_flag,outage_flag,quality_flag,created_at
RD00036469,MTR002510,CUST002510,1652918400,Automatic,1.8012,307515.69,245.1,22.5,0.739,,0.4286,0,0,Good,2022-05-19 01:52:12
RD00042839,MTR004392,CUST004392,2023-02-25 18:37:17,Automatic,2.9549,88445.66,228.5,25.72,0.832,16.077,N/A,0,0,Good,2023-02-25 18:55:17
RD00040958,MTR099204,,2024-03-15 20:42:07,Revised,10.8793,341127.96,223.0,36.8,0.754,53.357,3.1825,0,0,Good,2024-03-15 21:10:07
RD00006147,MTR003491,CUST003491,2023-08-12 03:32:51,Automatic,1.4729,76076.62,223.6,18.71,0.903,7.541,0.5297,0,0,,2023-08-12 03:51:51
RD00002821,MTR001022,CUST001022,2024-11-18 14:39:55,Automatic,27.7337,454303.64,217.0,6.01,0.714,126.449,10.4065,0,0,Good,2024-11-18 15:09:55
RD00037557,MTR004780,CUST004780,2024-04-19 06:59:37,Automatic,18.2224,405993.82,213.5,12.26,0.79,89.655,,0,0,Good,2024-04-19 07:29:37
RD00013768,MTR002716,  CUST002716,2023-01-14 00:32:52,Automatic,1.4028,NULL,233.4,,0.992,6.888,0.1821,0,0,-,2023-01-14 01:02:52
RD00042612,MTR002681,CUST002681,2022-10-29 04:21:50,Estimated,0.6833,40610.8,243.3,18.74,0.975,2.753,0.1095,0,0,Good,2022-10-29 04:46:50
RD00044379,MTR000667,CUST000667,2024-01-10 02:07:13,Automatic,7.9417,204732.89,221.1,10.1,0.938,32.72,2.7616,0,0,Good,2024/01/10 02:25:21
RD00012502,MTR002144,CUST002144,2023-04-22 16:17:12,Automatic,8.9899,353556.25,224.2,34.48,0.932,28.582,1.1297,0,0,Good,2023-04-22 16:25:12
RD00016761,MTR099878,CUST001912,2022-12-30 20:59:28,automatic,30.239,-,219.3,0,,98.205,3.1376,N/A,1,NULL,2022-12-30 21:08:28
RD00011042,MTR002751,CUST002751,2022-09-16 18:00:28,Estimated,2.1283,486317.51,231.9,45.04,0.937,6.974,0.6259,0,0,GOOD,2022-09-16 18:22:28
RD00033864,MTR002935,CUST002935,2024-08-14 07:23:30,Automatic,155.4479,306279.78,222.5,27.18,0.756,689.912,39.8722,N/A,0,Good,2024-08-14 07:37:30
RD00016886,MTR001310,CUST001310,2022-12-01 08:48:09,Automatic,0.9789,11221360.0,0,49.92,0.97,3.562,0.1169,0,0,Good,2022/12/01 09:03:09
RD00032794,MTR003864,CUST003864,2022-04-22 12:58:47,Automatic,194.6329,273085.57,227.8,25.15,0.777,1142.595,51.6243,0,0,Good,2022-04-22 13:28:47
RD00046794,MTR000778,CUST000778,2024-10-28 20:38:56,Manual,0.4292,35572.59,239.1,12.48,0.992,1.735,0.1692,1,0,Good,2024-10-28 21:00:56
RD00047957,MTR003993,CUST003993,2022-10-09 20:25:25,Automatic,2.186,23095.58,234.1,4.95,0.797,12.468,0.7138,0,0,Invalid,2022-10-09 20:47:25
RD00046937,MTR001031,CUST001031,2023-10-25 14:05:19,Automatic,"0,9381",252241.5,NULL,39.29,0.762,5.595,0.214,0,0,Good,2023-10-25 14:06:19
RD00011555,MTR002425,CUST002425,2022-02-17 04:27:47,Automatic,0.9551,UNKNOWN,225.9,8.0,0.786,2.985,0.2677,0,0,NULL,2022-02-17 04:47:13
RD00001654,MTR001804,CUST001804,-,Automatic,1.9047,145073.24,NULL,1.05,0.807,9.589,0.2147,0,0,Good,2024-09-15 18:11:29
RD00043408,MTR002574,CUST002574,2024/10/03 16:13:03,Automatic,0.5844,395580.55,214.0,27.45,0.99,3.116,,0,0,Good,2024-10-03 16:29:03
RD00046058,MTR000612,CUST000612,2022-07-14 15:14:37,Automatic,0.6698,475889.41,243.2,11.71,0.788,2.467,0.2549,0,0,Good,2022-07-14 15:16:37
RD00023808,MTR002911,CUST002911,2022-06-15 06:34:20,Automatic,4.3826,49016.21,227.9,31.24,0.885,-,0.4882,0,0,Good,2022-06-15 06:45:20
RD00039042,MTR001620,  CUST001620,2024-05-01 13:55:44,Revised,0.2115,374034.4,236.0,47.57,0.885,NULL,0.041,0,0,Good,0
RD00008390,MTR004355,CUST004355,2022-03-07 02:35:20,Automatic,0.5954,421186.82,231.0,21.09,0.715,3.044,0.06,0,0,Good,2022-03-07 02:40:20
RD00049281,MTR003744,CUST003744,1664668800,Automatic,23.7556,310422.02,224.4,UNKNOWN,0.886,75.367,8.1779,0,0,Good,2022-10-02 06:42:50
RD00024636,MTR000069,CUST000069,2024-02-01 02:36:02,Manual,0.1932,246987.87,-,35.89,0.753,1.115,0.0301,0,0,Good,2024-02-01 03:01:02
RD00011281,MTR099112,CUST001501,2022-03-17 19:32:45,Manual,13.7294,406505.3,226.1,46.6,0.741,68.838,2.1567,0,0,Good,2022-03-17 19:49:45
RD00020942,MTR001610,CUST001610,2024-05-28 15:35:10,Automatic,1.7806,432835.26,218.3,34.47,0.972,6.948,0.6503,0,0,Good,2024-05-28 15:53:10
RD00005473,MTR003850,CUST003850,2024-01-13 06:32:26,Manual,78.173,38877.94,226.7,1.78,0.768,347.585,,0,0,Good,13-01-2024
RD00003160,MTR003462,CUST003462,2023-03-21 20:16:27,Automatic,0.3112,309425.56,234.1,15.06,0.74,1.543,0.1113,0,0,Good,2023-03-21 20:33:27
RD00009918,MTR003139,CUST003139,2024-12-18 01:53:16,Automatic,62.994,295181.64,226.8,10.47,0.945,217.597,22.5418,0,0,Good,2024-12-18 01:55:16
RD00002580,MTR003918,CUST003918,2024-08-23 03:18:09,Automatic,11.132,32560.89,224.9,13.43,0.758,63.277,2.3397,0,0,Estimated,2024-08-23 03:46:09
RD00015386,MTR004967,CUST004967,2022-06-10 23:16:48,Automatic,1.5001,344.50392,230.5,14.52,0.833,4.544,0.5573,0,0,Good,2022-06-10 23:45:48
RD00032208,MTR001767,CUST001767,2023-09-22 18:50:55,Automatic,1.1923,487126.85,239.6,11.35,0.78,7.075,0.1957,0,1,Good,2023-09-22 18:57:55
RD00013142,MTR000701,CUST000701,2024-08-17 08:28:31,revised,2.3216,15047.85,224.4,20.32,0.767,8.45,0.5142,0,0,Good,2024-08-17 08:43:31
RD00039729,MTR004661,CUST004661,2024-09-21 20:06:34,estimated,3.2967,67106.02,222.7,1.69,N/A,17.829,0.594,0,0,Good,2024-09-21 20:12:34
RD00013673,MTR000479,CUST000479,2023-11-25 10:42:53,Automatic,3.9884,422009.04,229.3,17.47,0.847,17.366,0.8284,0,0,Estimated,2023-11-25 11:06:53
RD00040023,MTR003461,CUST003461,2024-10-15 00:38:29,Automatic,114.5423,14320.34,235.4,10.29,0.775,625.768,23.3502,0,0,Good,2024-10-15 01:02:29
RD00038885,MTR003206,CUST003206,2024-08-19 00:48:19,Automatic,1.3525,347900.32,222.8,9.42,0.93,5.907,N/A,0,0,Good,2024-08-19 01:10:19
RD00014186,MTR000063,CUST000063,2023-10-22 19:45:35,Automatic,0.8732,298496.79,232.0,12.69,0.75,4.338,0.1291,0,0,Good,2023-10-22 19:59:35
RD00018373,MTR004824,CUST004824,2023-03-04 02:33:15,Automatic,6.0101,55015.75,224.9,UNKNOWN,0.895,28.807,1.251,0,0,Estimated,2023-03-04 02:52:15
RD00049683,MTR002047,CUST002047,2023-09-30 12:51:37,Automatic,1.3845,445300.0,247.5,32.79,0.771,7.946,0.2164,0,0,Good,2023-09-30 13:15:37
RD00010544,MTR002049,CUST002049,2023-11-30 15:49:09,Manual,0.6887,463141.76,238.6,45.59,0.732,3.244,0.2653,1,0,Good,2023-11-30 16:09:09
RD00040751,MTR004119,,2024-10-08 18:38:38,Automatic,5.8602,108530.85,242.4,37.58,0.991,UNKNOWN,2.2231,0,0,Good,2024-10-08 19:08:38
RD00018012,MTR001585,CUST001585,2023-11-10 11:30:37,Estimated,1.3966,300850.2,226.3,26.27,NULL,,N/A,0,0,NULL,2023-11-10 11:55:37
RD00035141,MTR000925,UNKNOWN,2022-04-07 01:13:49,Manual,0.5667,"360335,2",235.3,19.5,0.92,2.637,0.0748,0,,Estimated,2022-04-07 01:17:49
RD00017748,MTR003857,CUST003857,2024-12-25 08:16:07,Estimated,2.7436,28712.33,,0,0.833,8.9,0.4564,0,0,Suspect,2024-12-25 08:45:07
RD00013444,MTR000871,CUST000871,2022-11-08 19:23:46,Automatic,108.3213,176940.13,248.9,17.09,0.923,484.517,32.1121,-,0,Good,2022-11-08 19:42:46
RD00038271,MTR004583,CUST004583,2024-03-08 19:36:48,Manual,46.3133,18870.61,223.2,9.89,0.793,155.676,9.8971,0,0,Good,2024-03-08 19:59:48
RD00002391,MTR003583,CUST003583,2022-11-20 19:55:28,Automatic,104.4437,257827.61,233.2,14.24,0.732,372.212,12.1401,0,0,Invalid,2022-11-20 20:16:28
RD00035602,  MTR002975,CUST002975,2022-11-08 08:25:46,Revised,19.8914,77260.54,229.2,42.96,0.964,85.56,6.0116,N/A,0,Good,2022-11-08 08:48:46
RD00040538,MTR001015,CUST001015,2022-08-28 01:27:05,Automatic,14.157,UNKNOWN,247.7,24.52,0.978,64.206,3.6848,0,0,Good,2022-08-28 01:39:05
RD00013430,MTR004805,CUST004805,2023-07-25 17:45:48,automatic,8.6291,69877.09,221.5,9.09,0.85,49.507,0.9142,0,,Suspect,2023-07-25 17:54:48
RD00039020,MTR000743,CUST000743,2024-01-04 12:37:54,NULL,0.6803,351004.14,256.8,36.38,0.787,2.539,0.2371,0,0,Invalid,2024-01-04 12:50:54T00:00:00Z
RD00045558,MTR001481,CUST001481,2022-08-03 17:45:39,Automatic,0.7051,479920.19,234.7,38.25,0.712,3.711,0.232,1,0,Estimated,2022-08-03 17:51:39
RD00016017,MTR003265,CUST003265,2022-04-05 22:08:55,Automatic,6.018,399092.47,217.1,28.75,0.911,29.65,2.3177,0,0,Good,2022-04-05 22:13:55
RD00036959,MTR004000,CUST004000,2023-07-01 19:08:13,Manual,4.6879,168587.49,213.8,47.68,0.904,24.821,1.5696,0,0,Good,2023-07-01 19:35:13
RD00034588,MTR003535,CUST003535,2022-12-02 22:35:10,Manual,0.9001,352065.2,-,32.33,0.982,4.282,0,0,0,Suspect,2022-12-02 23:00:10
RD00002667,MTR099173,CUST002174,2023-04-08 05:42:21,Automatic,,39218.98,231.6,,0.962,22.606,2.3409,0,N/A,Good,2023-04-08 06:00:21
RD00034165,MTR003391,CUST003391,,Manual,0.6258,351807.98,223.3,25.19,0.758,3.125,0.1536,0,0,Good,2024-03-30 05:26:39
RD00002611,MTR004779,CUST004779,2024-03-31 07:36:26,Automatic,0.3105,332684.65,219.8,32.63,0.927,1.591,0.1057,0,0,Good,2024-03-31 08:01:26
RD00022279,MTR002388,CUST002388,,Automatic,0.6545,68966.6,220.4,7.74,0.822,3.719,0.1638,0,0,Good,2023-09-17 10:35:02
RD00015148,MTR001825,CUST001825,2024-03-12 13:22:52,Estimated,1.0611,22755.19,228.2,7.3,0.976,,0.1811,0,0,Good,2024-03-12 13:27:52
RD00023510,MTR002490,CUST002490,2023-05-12 17:08:57,Revised,2.7276,294797.22,222.1,NULL,0.768,9.179,1.0695,0,0,Estimated,2023-05-12 17:25:19
RD00015300,MTR000038,CUST000038,2023-06-13 13:21:24,Automatic,1.1824,128340.03,222.6,13.34,0.952,6.091,N/A,0,0,Good,2023-06-13 13:50:24
RD00028364,MTR003149,CUST003149,01-01-2024,Manual,3.241,425885.88,230.5,N/A,0.735,11.839,NULL,0,0,Estimated,1704067200
RD00042023,MTR004058,CUST004058,2023-04-11 15:28:07,Automatic,19.4076,420305.4,235.0,33.17,0.971,83.122,7.1845,0,0,Good,2023-04-11 15:34:07
RD00036556,MTR099195,CUST003187,2022-10-07 14:00:04,Estimated,0.4626,395434.37,250.9,41.95,0.997,1.974,0.1256,0,0,Good,2022-10-07 14:03:04
RD00049042,MTR000121,  CUST000121,2024-04-25 11:03:04,Manual,1.4761,335324.79,238.0,23.67,0.74,5.843,0.1616,0,0,Good,2024-04-25 11:33:04
RD00041343,MTR000247,CUST000247,2023-08-31 21:05:11,Manual,1.1109,239572.06 kWh,226.1,18.29,0.816,6.072,0.308,0,0,Good,
RD00049785,MTR000062,CUST000062,2023-03-16 07:16:03,Automatic,1.1677,101330.38,227.4,17.65,0.911,,0.162,0,0,Good,2023-03-16 07:37:03T00:00:00Z
RD00017045,NULL,CUST001171,2023-10-03 10:46:27,Automatic,,449564.36,225.7,45.32,0.873,1.025,0.0423,0,0,GOOD,2023-10-03 10:47:27
RD00041533,MTR004465,CUST004465,2024-03-11 10:18:17,Automatic,1.9868,132918.85,0,30.37,0.987,9.829,N/A,0,0,Suspect,2024-03-11 10:47:17
RD00004242,MTR004029,CUST004029,2023-08-12 19:30:38,Revised,0.661,40964.98,232.3,11.03,0.727,3.54,0.2158,0,0,Estimated,2023-08-12 19:54:38
RD00047901,MTR000899,CUST000899,2024-02-04 02:21:19,Automatic,4.6909,49472.62,230.3,41.68,0.79,26.412,0.753,0,NULL,GOOD,2024-02-04 02:35:19
RD00041568,MTR003839,CUST003839,2024-12-03 08:37:15,Automatic,1.925,286108.41,232.3,27.76,NULL,5.958,0.2678,0,0,Invalid,2024-12-03 09:07:15
RD00004752,MTR004440,CUST004440,2024-10-27 01:18:34,Manual,134.5795,413584.9,230.0,11.27,0.812,409.489,48.1019,0,0,Good,2024-10-27 01:39:34
RD00047049,MTR000403,CUST000403,2024-01-24 15:22:05,automatic,23.5923,73581.07,230.4,8.07,0.748,76.929,3.9421,0,0,Good,2024-01-24 15:44:05
RD00010282,MTR001301,CUST001301,2024-10-24 16:28:30,Automatic,1.8672,297050.46,230.4,5.76,0.871,6.555,0.3006,0,0,Good,2024-10-24 16:55:30
RD00001059,MTR000254,CUST000254,2022-01-30 14:09:55,Automatic,13.2208,306681.53,228.2,,0.747,69.117,5.091,0,0,Good,2022-01-30 14:22:55
RD00016195,MTR003307,CUST003307,2023-02-04 07:18:45,Automatic,3.1089,298191.9,255.4,13.41,0.815,12.979,0.525,0,0,Suspect,2023-02-04 07:28:45
RD00045365,MTR000629,CUST000629,2022-03-11 04:36:33,automatic,0.1161,433257.54,223.1,27.88,0.947,0.613,0.0446,,0,Good,2022-03-11 04:37:33
RD00001174,MTR002350,CUST002350,2024-10-17 15:01:07,Manual,76.206,153999.24,235.4,19.11,0.917,339.198,7.7519,0,0,,2024-10-17 15:13:07T00:00:00Z
RD00016093,MTR002186,  CUST002186,2024-06-25 19:21:37T00:00:00Z,Manual,1.9131,73089.21,229.9,36.43,0.794,11.102,0.6454,0,1,Good,-
RD00019730,MTR002102,CUST002102,2024-01-27 17:23:42,Automatic,2.3042,256903.66,,7.18,0.73,12.339,0.8228,0,0,Good,2024-01-27 17:48:42
RD00013201,MTR004818,CUST004818,,Automatic,,259497.03,218.8,0.62,0.97,,0.2313,0,0,Good,2024-11-14 06:08:44
RD00020583,MTR001702,CUST001702,2023-07-07 05:05:58,Manual,1.504,108239.8,241.5,46.09,0.778,5.743,0.5759,0,0,Good,2023-07-07 05:30:58
RD00032458,MTR004385,CUST004385,2022-01-14 06:41:31,Manual,100.1,43013.97,224.5,44.53,0.753,558.869,26.2073,0,1,Suspect,14-01-2022
RD00030822,MTR002743,CUST002743,2024-04-14 19:52:19,Automatic,1.5942,-,,5.27,0.796,,0.393,0,0,Good,2024-04-14 19:54:19
RD00032732,MTR001729,CUST001729,2023-09-01 16:50:09,Automatic,2.0867,289436.78,220.4,,0.714,8.928,0.7806,0,0,Suspect,2023-09-01 16:58:09
RD00037036,MTR004198,CUST004198,2022-12-15 12:34:23,REVISED,3.6682,450881.84,235.0,49.68,0.994,15.576,1.3481,0,0,Good,2022-12-15 13:01:23
RD00012480,MTR003529,CUST003529,2023-02-05 09:08:52,Automatic,3.4794,"349884,84",225.1,22.0,0.765,13.584,0.428,0,0,GOOD,2023-02-05 09:38:52
RD00027519,MTR001039,CUST001039,2022-10-17 22:17:15,Automatic,0.7526,410537.49,222.2,9.74,0.936,3.585,NULL,0,0,ESTIMATED,2022-10-17 22:45:15
RD00009664,MTR004105,CUST004105,13-04-2023,Automatic,1.8528,46715.85,254.0,N/A,0.896,6.037,0.6596,0,0,Good,2023-04-13 18:10:25
RD00019009,MTR001218,CUST001218,2024-11-22 04:48:00,Automatic,0.2606,477652.8,233.8,49.71,0.822,1.161,0.0747,0,0,Good,2024-11-22 05:09:00
RD00004186,MTR001562,CUST001562,2024-06-11 04:54:22,Manual,1.4386,221858.78,221.3,10.73,0.828,6.499,0.3925,0,0,0,2024-06-11 05:02:22
RD00016251,MTR000056,CUST000056,2022-05-21 00:53:34,Automatic,0,198978.7,229.4,2.09,0.761,UNKNOWN,1.9871,0,0,Estimated,2022-05-21 01:03:34
RD00027677,MTR004864,CUST004864,2023-04-16 06:49:39,Estimated,7.2915,373263.88,240.1,23.35,0.717,0,2.0623,0,0,Good,2023-04-16 06:54:39
RD00013250,MTR000681,CUST000681,2024-08-07 21:14:36,Automatic,3.067,380010.1,223.5,NULL,NULL,10.465,0.3229,0,0,Good,2024-08-07 21:40:36
RD00025417,MTR000961,CUST000961,2022-08-12 03:05:12,Revised,1.3008,397498.66,234.0,39.14,0.903,6.37,0.3001,0,0,Suspect,2022-08-12 03:15:12
RD00030297,MTR003613,CUST003613,2022-08-04 18:34:58,Revised,0.3362,431956.19,226.8,29.09,0.89,1.933,0.1175,0,0,Good,2022-08-04 19:02:58
RD00021288,MTR002837,CUST002837,2022-01-05 19:39:50,UNKNOWN,0.614,232.14529000000002,232.5,29.47,0.901,2.935,0.1402,0,0,Good,2022-01-05 19:44:50
RD00038825,-,CUST002313,2022-04-05 17:26:35,Manual,1.8215,362001.3,220.2,35.15,0.88,8.014,0.3352,0,0,Invalid,2022-04-05 17:51:35
RD00002592,MTR000043,CUST000043,2022-07-17 20:41:00,Automatic,1.8442,262171.26,205.8,5.86,0.705,8.401,0.5656,0,0,Good,2022-07-17 20:50:00
RD00035780,MTR002800,CUST002800,2022-07-11 03:32:32,Automatic,43.536,-,229.5,29.43,0.819,156.479,11.0332,0,0,Good,2022-07-11 03:59:32
RD00027642,MTR000845,CUST000845,2024-01-14 18:11:43,Estimated,1.2138,110981.74,230.2,4.7,0.777,4.923,0.1997,0,0,Good,2024-01-14 18:34:43
RD00043084,MTR001446,CUST001446,2022/04/14 17:23:33,Automatic,0,142137.15,224.3,13.02,0.815,2.534,0.1853,0,0,Good,2022-04-14 17:24:33
RD00036235,MTR002702,CUST002702,2024-01-17 07:16:12,Automatic,12.9611,393702.82,241.9,40.72,0.791,48.055,5.1509,0,0,Invalid,2024-01-17 07:27:12
RD00017431,MTR002345,CUST002345,NULL,Automatic,1.6312,42930.44,234.6,33.71,0.868,4.921,0.4279,1,0,Good,2024-11-04 04:52:36
RD00019093,MTR004530,CUST004530,2022-12-29 01:27:09,Automatic,1.3562,230578.85,225.0,40.05,0.707,5.704,NULL,0,0,Good,2022-12-29 01:54:09
RD00013810,MTR004837,CUST004837,2023-02-10 16:53:48,Estimated,0.387,157592.71,229.3,21.5,0.975,1.385,0.082,0,1,Good,2023-02-10 17:18:48
RD00048510,N/A,CUST002093,2024-06-17 12:47:47,Automatic,1.4939,119169.43,234.1,42.02,0.836,5.856,0.3185,0,0,Good,2024-06-17 13:05:47
RD00012030,MTR002310,CUST002310,2022-08-02 07:41:15,Manual,3.1746,201767.22,250.1,12.87,0.734,14.992,0.5866,0,0,Good,2022-08-02 08:07:15
RD00012705,MTR099657,CUST002756,2024/04/20 04:02:20,Automatic,0.7368,294160.57,240.3,7.97,0.742,4.029,0.1579,0,0,Estimated,2024-04-20 04:17:20
RD00023025,MTR001553,CUST001553,2022-10-29 00:09:37,Automatic,0.9051,331349.8,230.6,18.45,0,3.37,0.126,0,0,Good,2022-10-29 00:24:37
RD00008126,MTR002688,CUST002688,N/A,Estimated,50.2299,434201.83,208.4,49.4,0.886,NULL,12.5289,0,0,good,2022-10-26 05:15:39
RD00008563,MTR004385,CUST004385,2023-09-24 09:27:01,Automatic,75.4281,206195.8,227.9,28.27,0.712,291.632,17.7011,0,0,Good,2023-09-24 09:47:01
RD00035484,MTR001992,CUST001992,2023-08-30 05:56:19,Automatic,0.3551 kWh,124480.77,230.9,18.54,0.758,1.493,0.0587,0,0,Good,2023-08-30 06:20:19
RD00018734,MTR002473,CUST002473,2023-10-28 15:09:52,Estimated,27.5632,391127.68,215.3,9.98,0.831,140.517,4.7826,0,0,Good,2023-10-28 15:30:52
RD00046944,MTR003657,CUST003657,2023-12-12 07:24:29,Estimated,0.9704,127479.62,222.9,9.1,,4.028,0.3092,0,0,Good,2023-12-12 07:34:29
RD00036470,MTR000984,CUST000984,2023-02-28 21:21:59,Automatic,3.2764,272677.15,226.9,21.33,0.871,17.002,1.2363,0,0,Good,2023-02-28 21:44:59
RD00008957,MTR004352,CUST004352,2023-01-17 23:19:30,Manual,0.2445,354751.73,-,6.89,0.915,1.191,0.0696,0,0,Good,2023-01-17 23:33:30
RD00049347,MTR001213,CUST001213,2022-06-06 22:08:21,Automatic,3.4587,492323.4,220.0,-,,19.872,0.463,0,0,Good,2022-06-06 22:13:21
RD00021110,MTR099220,CUST002977,2023-11-16 15:55:11,Automatic,1.1056,212563.85,239.0,4.72,0.72,5.676,0.2975,0,0,Good,2023-11-16 16:00:11
RD00030903,MTR000716,CUST000716,2023-06-16 14:24:46,Automatic,"6,9017",427889.82,225.5,44.1,0.973,40.145,1.618,0,0,Good,2023-06-16 14:25:46
RD00035922,MTR002943,CUST002943,2022-12-21 01:59:51,Revised,114.1687,350202.41,228.0,42.1,0.994,0,37.6433,0,0,Invalid,2022-12-21 02:24:51
RD00023440,MTR003638,CUST003638,2024-10-15 08:32:32,Automatic,"1,6853",184599.97,236.8,23.84,0.862,7.168,0.5295,1,0,Good,2024-10-15 08:48:32
RD00039741,  MTR001833,CUST001833,2024-02-25 16:52:13,Manual,155.5555,348104.47,235.0,8.09,0.963,626.378,18.0395,0,0,Good,2024-02-25 17:03:13
RD00032915,MTR002599,CUST002599,2024-12-11 23:52:59,Automatic,0.0788,270328.93,229.5,26.95,0.794,0.462,0.0223,0,0,Good,2024-12-11 23:56:59
RD00014308,MTR002377,-,2023-11-12 20:34:57,Automatic,0.1539,474092.84,227.9,41.81,0.723,0.829,0.0193,1,0,Good,2023-11-12 20:45:57
RD00007600,MTR003601,CUST003601,2024-09-29 13:47:41,Automatic,6.3086,323138.94,221.9,48.21,0.827,23.176,N/A,0,0,Good,2024/09/29 14:03:41
RD00027539,MTR000182,CUST000182,2024-05-19 02:12:19,Manual,N/A,149871.1,229.0,6.4,0.769,2.16,0.2267,0,0,Good,2024-05-19 02:13:57
RD00017034,MTR002940,  CUST002940,2023-05-22 08:06:46,Automatic,7.1508,426927.8,222.4,-,0.91,40.483,1.3347,0,0,Good,2023-05-22 08:28:46
RD00017853,MTR002238,CUST002238,2023-12-11 16:02:23,Automatic,149.1792,174777.34,242.7,22.99,0.956,487.59,0,0,0,Invalid,2023-12-11 16:14:23
RD00044607,MTR001390,CUST001390,04/07/2024,Manual,23.5965,180493.0,236.5,1.41,0.906,140.697,5.2135,0,0,Estimated,2024-07-04 17:06:29
RD00008614,MTR002063,CUST002063,2022-06-21 13:07:38,Revised,1.0313,319401.84,244.8,46.76,0.919,6.163,0.3452,0,0,Invalid,2022-06-21 13:35:38
RD00014504,MTR002559,CUST002559,2024-06-12 10:57:06,Automatic,11.9849,415831.42,,27.41,0.814,64.869,1.4944,0,0,Good,2024-06-12 11:19:06
RD00026621,MTR003866,CUST003866,2023-09-30 18:45:47,Automatic,156.4438,89633.23,222.2,14.33,0.818,682.199,19.215,0,0,Good,2023-09-30 18:47:47
RD00023157,MTR000324,CUST000324,2024-03-13 22:18:06,Automatic,1.8212,193283.79,228.0,2.66,0.709,8.689,0.2846,0,0,Good,2024-03-13 22:23:06
RD00011221,MTR002272,CUST002272,2022-06-22 08:51:17,Automatic,4.3869,156120.6,232.1,6.06,0.867,17.351,0.8117,0,0,Good,2022-06-22 09:10:17
RD00003213,MTR002444,CUST002444,2022-01-03 15:16:54,,213.3918,258016.1,231.4,23.74,0.907,822.797,68.4444,0,0,Good,2022-01-03 15:17:54
RD00000254,MTR002194,CUST002194,2022-01-03 15:20:49,Revised,1.6608,29060.72,243.6,44.43,,7.305,0.3728,0,0,Good,2022-01-03 15:45:49
RD00030745,MTR004593,CUST004593,2022-04-10 22:56:40,Automatic,1.9628,40852.11,227.9,,0.995,6.615,0.3683,0,0,Good,2022-04-10 23:08:40
RD00007731,MTR000742,CUST000742,2024-04-07 08:50:58,Automatic,2.0498,462789.93,225.4,34.03,0.731,12.136,0.5904,0,0,Good,07/04/2024
RD00042784,MTR003897,CUST003897,2024-06-17 03:02:01,Automatic,1.1511,"447612,96",232.2,40.24,0.963,5.424,0.2423,0,0,Suspect,2024-06-17 03:06:01
RD00009990,MTR002593,CUST002593,2023-12-09 03:36:53,Automatic,0.1307,422472.14,225.3,15.03,0.719,0.641,0.0474,0,0,Good,
RD00031185,MTR000475,CUST000475,2023-01-30 09:38:49,Automatic,0.5635,392359.63,0,42.83,0.946,3.029,0.1662,0,0,NULL,2023-01-30 09:41:49
RD00037551,MTR000872,CUST000872,2023-11-04 05:51:32,Estimated,3.2686,461548.23,243.6,,0.971,,0.7474,0,0,Good,2023-11-04 06:14:32
RD00017843,MTR002610,CUST002610,2024-01-22 20:31:00,Revised,108.6163,254360.97,243.4,25.95,0.938,553.153,38.301,0,0,Good,2024-01-22 20:59:20
RD00039804,MTR004409,CUST004409,2023-02-08 09:25:55,Automatic,0.4908,358282.13,246.7,46.22,0.87,2.189,0.1332,N/A,,Good,2023-02-08 09:33:55
RD00048484,MTR003627,  CUST003627,2023-10-09 23:49:14,Automatic,0.8401,47034.11,NULL,44.54,0.777,4.456,0.181,0,0,Good,2023-10-10 00:17:14
RD00002098,MTR000819,CUST000819,2023-02-05 21:13:45,Automatic,3.333,196319.38,233.7,,0.785,14.732,0.3975,0,0,Good,2023-02-05 21:28:45
RD00026017,MTR000087,CUST000087,2024-02-27 20:44:47,Automatic,70.6408,138066.57,239.9,44.01,0.704,410.842,12.7762,0,0,Good,2024-02-27 20:47:47
RD00044866,MTR000331,CUST000331,2022-02-20 06:33:54,Automatic,4.438,85901.12,238.9,43.11,0.764,21.597,1.6941,0,0,N/A,2022-02-20 06:40:54
RD00031866,MTR004579,CUST004579,,Automatic,0.0012824,40802.09,250.5,38.5,0,6.124,0.2843,0,-,Good,2024-11-04 19:39:18
RD00023362,MTR003292,CUST003292,2024-06-09 20:12:13,Automatic,1.3733,441575.22,261.2,47.62,0.809,6.367,0.1425,0,0,N/A,2024-06-09 20:13:13
RD00045115,MTR001377,CUST001377,2022-04-18 23:19:48,Automatic,1.158,96255.9,230.9,44.56,0.941,3.718,0.3626,0,0,Good,2022-04-18 23:24:48
RD00013317,MTR099469,CUST004804,2022-04-29 08:02:33,Automatic,1.6085,451046.53,UNKNOWN,37.57,0.74,8.633,0.5212,0,-,,2022-04-29 08:07:33
RD00002263,MTR000309,CUST000309,2023-04-03 09:13:20,Automatic,76.2089,396277.47,240.2,1.69,0.914,329.8,23.4828,0,0,suspect,03/04/2023
RD00033285,MTR003571,CUST003571,2023-11-26 14:08:33,Automatic,0.4136,87915.89,232.8,11.37,0.86,1.411,0,0,0,Good,2023-11-26 14:22:33
RD00035670,MTR001405,CUST001405,2024-04-30 21:07:50,Automatic,0,362412.6,231.5,5.73,0.987,146.594,9.6929,0,0,Good,2024-04-30 21:21:50
RD00015986,MTR001627,CUST001627,19/02/2023,Automatic,2.3407,459114.72,227.4,9.86,0.938,11.875,0.5562,0,N/A,Good,2023-02-19 19:30:04
