bill_id,customer_id,meter_id,rate_plan_id,billing_period_start,billing_period_end,bill_date,due_date,units_consumed,peak_units,off_peak_units,bill_base_amount,fixed_charges,tax_amount,total_bill_amount,amount_paid,outstanding_balance,payment_method,payment_date,bill_status,payment_status,previous_balance,subsidy_amount,arrears,created_at,rejection_reason
BILL00022157,CUST004525,,RP003,2024-10-01,2024-10-31,2024-11-05,,1649.14,679.4,1090.09,12617.69,266.75,1261.77,,0.0,14146.21,,,-,,2898.32,0,1004.22,2024-11-05 08:34:57,Invalid or missing billing amount
BILL00004515,CUST003310,MTR003310,RP001,2024-11-01,0,2024-12-05,2024-12-21,377.08,147.7,,1989.56,67.93,198.96,,0.0,2256.45,,,Revised,Written Off,266.51,55.98,1776.24,,Invalid or missing billing amount
BILL00008730,CUST004039,MTR004039,RP002,2023-10-01,2023-10-31,2023-11-05,2023-11-15,240.01,108.22,140.46,1120.05,,112.01,,0.0,1645.15,,,Disputed,Overdue,2349.66,133.3,1979.97,2023-11-05 03:08:48,Invalid or missing billing amount
BILL00022604,CUST003921,MTR003921,RP006,2023-09-01,2023-09-30,2023-10-05,2023-10-23,251.24,100.62,145.91,1181.82,184.76,118.18,,0.0,1484.76,,,Sent,Disputed,2478.27,106.23,1942.17,2023-10-05 20:06:36,Invalid or missing billing amount
BILL00007087,CUST001458,MTR001458,RP002,,2024-02-29,,2024-03-17,163.76,,103.02,700.68,95.41,70.07,,866.16,0.0,Auto Debit,2024-03-31,Paid,Disputed,4998.34,198.17,945.06,2024-03-05 22:52:43,Invalid or missing billing amount
BILL00022408,CUST004717,MTR004717,RP004,2023-08-01,0,2023-09-05,2023-09-24,2947.76,931.19,1669.11,23655.96,379.59,2365.6,,0.0,26401.15,,,,,1352.62,0,1609.45,2023-09-05 16:51:10,Invalid or missing billing amount
BILL00021446,CUST002784,MTR002784,RP001,2023-01-01,2023-01-31,2023-02-05,2023-02-17,1464.26,449.77,934.34,11046.21,83.47,1104.62,,0.0,12234.3,,,Revised,Unpaid,UNKNOWN,0,329.75,2023-02-05 17:32:14,Invalid or missing billing amount
BILL00017965,CUST001794,MTR001794,RP006,2023-11-01,2023-11-30,2023-12-05,2023-12-24,263.74,82.34,153.33,1250.57,289.01,125.06,,0.0,1664.64,,,Revised,Unpaid,2438.25,197.71,1018.2,2023-12-05 18:50:24,Invalid or missing billing amount
BILL00014136,CUST002333,MTR002333,RP006,2024-09-01,2024-09-30,2024-10-05,2024-10-23,62.41,30.62,32.13,218.44,265.5,21.84,,0.0,505.77,,,Cancelled,Disputed,2211.58,79.14,638.52,2024-10-05 07:09:25,Invalid or missing billing amount
BILL00021835,CUST001265,MTR001265,RP005,2024-02-01,2024-02-29,,2024-03-27,40037.77,12798.68,21396.95,338921.04,418.02,33892.1,,373231.16,0.0,Cheque,2024-03-12,Paid,Unpaid,4325.98,0,436.6,2024-03-05 04:01:23,Invalid or missing billing amount
BILL00015729,CUST003746,MTR003746,RP004,2024-07-01,2024-07-31,2024-08-05,2024-08-27,218.09,74.85,141.4,999.5,149.81,99.95,,0.0,1249.25,,,Generated,Partial,3529.66,165.08,1588.42,2024-08-05 20:37:30,Invalid or missing billing amount
BILL00013960,CUST000009,MTR000009,RP006,1696118400,,2023-11-05,2023-11-28,181.57,56.4,116.28,798.63,347.92,79.86,,1226.41,0.0,Cheque,2023-12-03,Paid,Written Off,2141.34,103.17,359.78,2023-11-05 18:42:16,Invalid or missing billing amount
BILL00022204,CUST002407,MTR002407,RP003,01/10/2024,2024-10-31,2024-11-05,2024-11-15,306.39,128.35,175.99,1494.73,163.84,149.47,,1808.04,0.0,Cheque,2024-11-17,Paid,Written Off,4128.37,0,1911.44,2024-11-05 13:32:40,Invalid or missing billing amount
BILL00010620,CUST004626,MTR004626,RP006,2023-04-01,2023-04-30,2023-05-05,2023-05-28,1048.02,463.65,713.81,7508.17,,750.82,,8437.9,0.0,Mobile App,2023-05-30,Paid,Disputed,2690.53,107.82,,2023-05-05 10:20:09,Invalid or missing billing amount
BILL00003580,CUST002735,MTR002735,RP006,2023-03-01,2023-03-31,2023-04-05,2023-04-17,325.18,113.77,175.65,1626.26,441.12,162.63,,2230.01,0.0,Cash,2023-04-03,Paid,Disputed,4017.81,50.72,1983.02,2023-04-05 15:08:18,Invalid or missing billing amount
BILL00001270,CUST000937,MTR000937,RP005,2023-02-01,2023-02-28,2023-03-05,,359.81,123.14,236.02,1868.67,229.99,186.87,,2285.53,0.0,Bank Transfer,2023-03-20,Paid,Written Off,2866.0,43.06,726.2,2023-03-05 06:48:31,Invalid or missing billing amount
BILL00020847,CUST001402,MTR001402,RP001,2023-03-01,2023-03-31,2023-04-05,,18866.21,7349.2,10669.38,158962.79,375.11,15896.28,,0.0,175234.18,,,Disputed,Unpaid,1053.93,0,1635.12,2023-04-05 20:49:20,Invalid or missing billing amount
BILL00019459,CUST004821,MTR004821,RP003,2023-09-01,2023-09-30,2023-10-05,2023-10-29,754.41,,384.0,5012.48,266.53,501.25,,5780.27,0.0,Auto Debit,2023-10-28,0,Disputed,4398.2,181.91,1755.59,2023-10-05 13:33:44,Invalid or missing billing amount
BILL00011527,CUST004876,MTR004876,RP004,2024-11-01,2024-11-30,2024-12-05,2024-12-15,230.2,101.98,160.7,1066.1,425.93,-,,1598.64,0.0,MOBILE APP,2024-12-15,Paid,Disputed,4392.45,96.63,823.81,2024-12-05 21:38:47,Invalid or missing billing amount
BILL00000283,CUST002657,MTR002657,RP005,2024-08-01,2024-08-31,2024-09-05,,773.89,261.06,491.3,5178.07,226.02,,,0.0,5921.89,,,Generated,Paid,1219.66,82.18,809.89,2024-09-05 09:28:22,Invalid or missing billing amount
BILL00000412,CUST004230,MTR004230,RP003,2023-12-01,2023-12-31,2024-01-05,2024-01-19,,123.33,192.33,1913.54,365.9,191.35,,0.0,2470.79,,,Disputed,Disputed,4639.57,105.37,357.95,2024-01-05 01:50:45,Invalid or missing billing amount
BILL00017967,CUST000139,MTR000139,,2024-09-01,2024-09-30,2024-10-05,2024-10-21,161.02,64.4,96.54,685.61,217.05,68.56,,971.22,0.0,Cheque,,Paid,Paid,2054.96,49.89,1487.17,2024-10-05 02:16:37,Invalid or missing billing amount
BILL00020157,CUST000151,MTR000151,RP004,1717200000,2024-06-30,2024-07-05,2024-07-22,983.07,390.29,528.89,6956.1,438.04,695.61,,0.0,8089.75,,,Generated,Disputed,1119.81,,384.83,2024-07-05 10:34:40,Invalid or missing billing amount
BILL00005883,CUST001812,MTR001812,,2024-10-01,2024-10-31,2024-11-05,2024-11-19,2294.61,1031.47,1283.34,18104.19,337.83,1810.42,,20252.44,0.0,Cash,2024-11-29,Paid,Overdue,3726.5,0,1635.74,2024-11-05 19:48:29,Invalid or missing billing amount
BILL00002284,CUST002369,MTR002369,RP003,2023-04-01,2023-04-30,2023-05-05,2023-05-16,74.73,26.94,50.08,,169.8,26.16,,457.52,0.0,Auto Debit,2023-05-17,Paid,Overdue,2580.16,0,435.01,2023-05-05 00:57:58,Invalid or missing billing amount
BILL00002800,CUST003123,MTR003123,RP006,2023-03-01,2023-03-31,2023-04-05,2023-04-15,251.18,114.03,141.32,1181.49,141.27,118.15,,1440.91,0.0,Cash,2023-04-06,Paid,Unpaid,4221.49,32.98,1999.37,2023-04-05 03:45:24,Invalid or missing billing amount
BILL00016583,CUST003828,MTR003828,RP002,2023-06-01,2023-06-30,2023-07-05,2023-07-23,104.3,48.38,56.33,373.65,301.77,37.37,,0.0,712.79,,,Sent,Partial,596.44,195.07,104.55,2023-07-05 02:42:27,Invalid or missing billing amount
BILL00024321,CUST000378,MTR000378,RP001,2024-05-01,2024-05-31,2024-06-05,2024-06-24,103.44,46.13,62.52,368.92,69.53,36.89,,0.0,475.34,,,Disputed,Partial,4357.19,0,30.05,,Invalid or missing billing amount
BILL00000756,CUST001894,MTR001894,RP005,2024-12-01,2024-12-31,,2025-01-25,198.22,64.06,103.3,890.21,103.47,89.02,,0.0,1082.7,,,,Overdue,4134.25,1.5,,2025-01-05 09:27:06,Invalid or missing billing amount
BILL00014734,CUST004507,MTR004507,RP004,0,2024-06-30,2024-07-05,,228.15,100.73,,1054.83,93.75,105.48,,1254.05,0.0,Cash,2024-07-17,Paid,UNPAID,4042.79,84.42,,,Invalid or missing billing amount
BILL00002093,CUST004414,MTR004414,RP004,2024-09-01,30/09/2024,2024-10-05,2024-10-24,1628.11,530.93,904.93,12438.93,60.18,1243.89,,,0.0,Mobile App,2024-11-05,Paid,Paid,2213.65,0,-,2024-10-05 02:49:18,Invalid or missing billing amount
BILL00005753,,MTR002807,RP005,2024-03-01,2024-03-31,2024-04-05,,212.65,65.02,119.96,969.58,271.77,96.96,,,1338.3,,,Overdue,Unpaid,3155.76,196.96,735.74,2024-04-05 01:48:37,Invalid or missing billing amount
BILL00013458,CUST000659,MTR000659,RP001,2023-02-01,2023-02-28,,2023-03-30,,62.1,92.37,694.3,440.54,69.43,,1204.27,0.0,Auto Debit,2023-04-12,Paid,Disputed,1815.27,36.17,969.27,2023-03-05 07:50:09,Invalid or missing billing amount
BILL00014223,CUST000600,MTR000600,RP004,2024-11-01,2024-11-30,2024-12-05,2024-12-26,239.56,84.27,141.66,1117.58,413.73,111.76,,1643.07,0.0,Cash,2025-01-04,Paid,Partial,1151.01,64.79,718.07,,Invalid or missing billing amount
BILL00016416,,MTR004627,RP003,2023-01-01,2023-01-31,2023-02-05,2023-02-16,1466.8,664.74,1007.65,11067.8,152.65,1106.78,,0.0,12327.23,,,Overdue,Written Off,0,0,981.7,2023-02-05 17:56:48,Invalid or missing billing amount
BILL00009843,CUST003311,MTR003311,RP005,2023-11-01,2023-11-30,2023-12-05,2023-12-22,2046.11,742.91,1258.28,15991.93,155.57,1599.19,,0.0,17746.7,,,Cancelled,Disputed,1043.92,0,421.93,2023-12-05 05:21:42,Invalid or missing billing amount
BILL00006743,CUST000535,MTR000535,RP001,2024-01-01,2024-01-31,2024-02-05,2024-03-01,2082.86,842.51,1370.94,16304.31,212.32,1630.43,,0.0,18147.06,,,Revised,Partial,609.28,0,,2024-02-05 16:35:11,Invalid or missing billing amount
BILL00008685,CUST002460,MTR002460,RP002,2023-11-01,2023-11-30,2023-12-05,2023-12-19,339.65,160.6,209.39,1727.55,443.69,172.75,,2343.99,0.0,Online,2023-12-13,Paid,Partial,3117.25,189.9,239.25,2023-12-05 23:18:56,Invalid or missing billing amount
BILL00005354,CUST002490,MTR002490,,1717200000,2024-06-30,2024-07-05,2024-07-16,269.51,,158.61,0,327.81,128.23,,0.0,1738.34,,,Generated,Overdue,2750.11,80.87,53.77,2024-07-05 11:55:57,Invalid or missing billing amount
BILL00002151,CUST001558,MTR001558,RP005,2023-05-01,2023-05-31,2023-06-05,2023-06-25,155.62,65.18,107.95,655.91,405.43,65.59,,0.0,1126.93,,,overdue,Paid,3066.41,123.85,1314.01,2023-06-05 19:44:11,Invalid or missing billing amount
BILL00011380,CUST000179,MTR000179,RP001,2024-04-01,2024-04-30,,2024-05-27,706.83,,456.42,4608.06,-,460.81,,5254.55,0.0,Online,2024-05-14,Paid,Disputed,986.49,190.45,965.39,2024-05-05 10:10:43,Invalid or missing billing amount
BILL00013745,CUST003411,MTR003411,RP004,2024-02-01,2024-02-29,2024-03-05,2024-03-29,316.11,138.85,186.85,1562.77,286.1,156.28,,2005.15,0.0,Online,2024-03-12,Paid,Paid,1636.63,97.33,1672.52,2024-03-05 16:59:44,Invalid or missing billing amount
BILL00012065,CUST000922,MTR000922,RP003,2023-06-01,2023-06-30,2023-07-05,2023-07-17,2129.8,862.24,1306.8,16703.3,135.23,1670.33,,0.0,18508.86,,,Disputed,Unpaid,1155.44,0,536.24,,Invalid or missing billing amount
BILL00005397,CUST003049,MTR003049,-,2023-10-01,2023-10-31,2023-11-05,2023-11-16,,10404.02,17748.29,250699.12,357.06,25069.91,,276126.09,0.0,Cheque,2023-11-22,PAID,Paid,3997.96,0,245.89,2023-11-05 05:10:10,Invalid or missing billing amount
BILL00013483,CUST003427,MTR003427,RP005,2023-01-01,2023-01-31,2023-02-05,2023-02-22,261.79,109.52,147.09,1239.85,-,123.98,,0.0,1681.63,,,Disputed,Paid,2656.8,0,1682.97,2023-02-05 08:51:37,Invalid or missing billing amount
BILL00000799,CUST003069,MTR003069,RP005,2023-08-01,,2023-09-05,2023-09-22,299.05,104.8,177.94,1444.78,65.61,144.48,,0.0,1654.87,,,Overdue,Partial,988.51,198.13,546.71,2023-09-05 18:46:58,Invalid or missing billing amount
BILL00010860,,MTR004917,RP001,2023-12-01,2023-12-31,2024-01-05,2024-01-24,150.69,67.01,91.18,628.79,190.12,62.88,,881.79,0.0,Cash,2024-01-26,Paid,Overdue,929.79,142.02,1141.0,2024-01-05 08:41:10,Invalid or missing billing amount
BILL00021112,CUST004577,MTR004577,RP004,2023-06-01,,2023-07-05,2023-07-23,178.73,62.47,97.32,783.01,199.94,78.3,,0.0,1061.26,,,Overdue,Overdue,3852.37,178.85,572.74,2023-07-05 17:50:35,Invalid or missing billing amount
BILL00019041,CUST003734,MTR003734,RP006,2024-04-01,2024-03-31,2024-05-05,2024-05-18,39912.61,12031.91,23627.94,337857.18,239.9,33785.72,,0.0,371882.81,,,Sent,Overdue,2889.98,0,1120.86,2024-05-05 04:48:45,Invalid or missing billing amount
BILL00003049,0,MTR000288,RP003,2024-02-01,2024-02-29,2024-03-05,,257.84,109.55,153.86,1218.12,457.25,121.81,,0.0,1797.18,,,Disputed,Paid,4747.33,128.57,891.54,2024-03-05 12:31:10,Invalid or missing billing amount
BILL00002413,CUST004271,MTR004271,RP001,2024-12-01,0,2025-01-05,2025-01-21,150.27,63.1,99.32,626.49,252.71,62.65,,941.85,0.0,Auto Debit,2025-01-19,Paid,Disputed,2153.39,54.63,1693.67,2025-01-05 20:22:33,Invalid or missing billing amount
BILL00020511,CUST001806,MTR001806,RP001,2024-06-01,2024-06-30,2024-07-05,2024-07-16,258.74,121.61,160.87,1223.07,499.89,122.31,,0.0,1845.27,,,Disputed,Disputed,2690.19,91.89,1035.06,2024-07-05 20:00:30,Invalid or missing billing amount
BILL00019003,CUST001313,MTR001313,RP004,,2023-11-30,2023-12-05,2023-12-22,210.01,98.69,0,955.05,468.19,95.51,,0.0,1518.75,,,Overdue,Unpaid,1820.57,79.86,29.57,,Invalid or missing billing amount
BILL00008669,CUST000726,MTR000726,RP002,-,2023-11-30,2023-12-05,2023-12-19,2465530.0,1039.25,1423.25,19557.01,438.91,1955.7,,21951.62,0.0,cash,2023-12-18,Paid,Overdue,1177.56,0,1436.47,2023-12-05 17:06:40,Invalid or missing billing amount
BILL00007081,CUST001132,MTR001132,RP003,2024-12-01,2024-12-31,2025-01-05,2025-01-25,368.17,160.39,201.73,1927.19,371.34,192.72,,2491.25,0.0,Bank Transfer,,Paid,Paid,4514.45,UNKNOWN,1850.97,2025-01-05 18:42:20,Invalid or missing billing amount
BILL00023887,CUST001759,MTR001759,RP002,2023-09-01,2023-09-30,2023-10-05,2023-10-20,994.39,453.23,533.96,7052.31,173.1,705.23,,7930.64,0.0,Auto Debit,2023-10-23,Paid,Paid,3011.25,24.89,824.41,2023-10-05 08:34:13,Invalid or missing billing amount
BILL00015338,CUST004859,MTR004859,RP001,2024-05-01,2024-05-31,2024-06-05,2024-06-22,325.96,130.29,221.33,1631.72,438.37,163.17,,2233.26,0.0,Auto Debit,2024-06-28,Paid,DISPUTED,375.4,110.44,956.68,,Invalid or missing billing amount
BILL00009023,CUST004762,MTR004762,RP002,2023-10-01,2023-10-31,2023-11-05,2023-11-16,0.17181,68.97,105.73,744.96,394.11,74.5,,1213.57,0.0,Online,,Paid,Unpaid,3632.08,62.66,914.32,2023-11-05 07:54:32,Invalid or missing billing amount
BILL00012082,CUST004745,MTR004745,RP005,01-08-2024,2024-08-31,,2024-09-21,870.05,290.62,448.71,5995.42,193.95,599.54,,0.0,6788.92,,,generated,Disputed,2422.82,82.91,949.83,,Invalid or missing billing amount
BILL00018717,CUST000148,MTR000148,RP003,2024-05-01,2024-05-31,2024-06-05,2024-06-26,255.17,83.05,145.58,1203.43,150.84,120.34,,0.0,1474.61,,,Overdue,Overdue,1254.28,23.42,1266.22,2024-06-05 07:07:08,Invalid or missing billing amount
BILL00005210,CUST003888,MTR003888,RP003,,2024-02-29,2024-03-05,,2401900.0,1021.78,1451.96,19016.15,421.07,0,,0.0,21338.84,,,Generated,paid,4250.12,0,1150.68,2024-03-05 04:02:57,Invalid or missing billing amount
BILL00004135,CUST000205,MTR000205,RP005,2024-06-01,2024-06-30,2024-07-05,2024-07-25,15748.58,7628.48,9781.17,132462.93,130.59,13246.29,,0.0,145839.81,,,Cancelled,Unpaid,3201.68,0,354.07,2024-07-05 13:11:56,Invalid or missing billing amount
BILL00017439,CUST004078,MTR004078,RP004,2023-07-01,2023-07-31,2023-08-05,2023-08-23,1239.16,380.27,735.14,9132.86,285.93,913.29,,10332.08,0.0,Auto Debit,2023-08-14,Paid,Partial,3020.5,0,1027.45,2023-08-05 01:08:04,Invalid or missing billing amount
BILL00016671,CUST003937,MTR003937,RP005,2023-03-01,2023-03-31,2023-04-05,2023-04-22,272.25,106.86,170.3,1297.38,380.49,129.74,,1807.61,0.0,Cash,2023-04-24,Paid,Paid,0,79.26,146.53,2023-04-05 17:38:14,Invalid or missing billing amount
BILL00011409,CUST004400,MTR004400,RP006,-,2024-05-31,2024-06-05,2024-06-28,1625.24,597.22,909.85,12414.54,118.2,1241.45,,0.0,13774.19,,,Generated,Disputed,297.1,0,643.2,2024-06-05 05:02:18,Invalid or missing billing amount
BILL00022909,CUST001815,MTR001815,RP005,2023-09-01,2023-09-30,2023-10-05,2023-10-16,,105.69,169.48,1235.22,91.29,123.52,,0.0,1450.04,,,Generated,Paid,4272.64,139.01,967.52,2023-10-05 13:28:36,Invalid or missing billing amount
BILL00011752,CUST004621,MTR004621,RP006,2024-10-01,2024-10-31,2024-11-05,,283.17,97.58,167.01,,444.61,135.74,,0.0,1937.79,,,Revised,Paid,1475.43,0,1230.54,2024-11-05 02:53:01,Invalid or missing billing amount
BILL00014468,CUST000775,MTR000775,RP005,2023-12-01,2023-12-31,,2024-01-15,259.52,109.44,160.98,1227.36,449.58,122.74,,0.0,1799.68,,,Revised,,4122.59,4.86,1622.89,2024-01-05 00:43:32,Invalid or missing billing amount
BILL00016927,CUST003240,MTR003240,RP003,2024-03-01,2024-03-31,2024-04-05,,1516.95,674.33,1005.55,11494.08,341.94,1149.41,,0.0,12985.42,,,Overdue,Unpaid,206.63,0,1654.68,2024-04-05 14:27:25,Invalid or missing billing amount
BILL00021639,CUST002665,MTR002665,RP002,2023-03-01,2023-03-31,2023-04-05,2023-04-25,1011.23,320.49,655.03,7195.45,150.76,719.55,,8065.77,0.0,,2023-04-12,Paid,Disputed,3415.76,113.82,244.82,2023-04-05 01:55:39,Invalid or missing billing amount
BILL00001569,CUST001115,MTR001115,RP003,2023-06-01,2023-06-30,2023-07-05,2023-07-20,92.77,30.98,46.73,324.69,494.12,32.47,,851.29,0.0,Online,2023-07-03,Paid,,4664.78,0,1174.3,2023-07-05 21:36:50,Invalid or missing billing amount
BILL00011078,CUST004497,MTR004497,RP003,,2023-02-28,2023-03-05,,374.7,115.8,254.33,1972.9,329.33,197.29,,2499.52,0.0,Cash,2023-04-02,Paid,Paid,3834.0,70.63,1368.62,2023-03-05 02:52:19,Invalid or missing billing amount
BILL00010408,CUST000924,MTR000924,RP003,2024-02-01,0,2024-03-05,2024-03-22,72.78,22.98,47.49,254.73,307.98,25.47,,588.18,0.0,Cash,2024-04-05,Paid,Partial,1761.63,116.76,1069.25,2024-03-05 23:38:09,Invalid or missing billing amount
BILL00014428,CUST004607,MTR004607,RP003,2023-03-01,2023-03-31,2023-04-05,2023-04-19,65.3,30.33,-,228.55,478.71,22.86,,0.0,730.12,,,Overdue,Overdue,2514.17,0,960.59,2023-04-05 15:36:49,Invalid or missing billing amount
BILL00001510,CUST004304,MTR004304,RP003,2023-03-01,,2023-04-05,2023-04-30,171.67,75.5,88.42,744.18,472.33,74.42,,1290.94,0.0,Mobile App,2023-05-02,Paid,Overdue,4239.92,13.97,180.83,,Invalid or missing billing amount
BILL00000876,CUST000076,MTR000076,RP001,2024-11-01,2024-11-30,2024-12-05,2024-12-19,306.24,103.58,,1493.68,87.45,149.37,,1730.5,0.0,Bank Transfer,2024-11-30,Paid,,2930.96,0,437.85,2024-12-05 16:03:31,Invalid or missing billing amount
BILL00014460,CUST001032,MTR001032,RP005,UNKNOWN,2024-11-30,2024-12-05,2024-12-30,1732.34,669.25,1084.8,13324.89,457.18,1332.49,,15114.56,0.0,Cash,2024-12-26,Paid,Partial,330.53,0,597.12,2024-12-05 05:25:32,Invalid or missing billing amount
BILL00023618,CUST003482,MTR003482,RP003,2023-07-01,2023-07-31,2023-08-05,2023-08-23,224.01,109.46,,1032.05,111.66,103.21,,0.0,1246.93,,,Overdue,Partial,1316.86,91.98,1835.67,2023-08-05 02:04:41,Invalid or missing billing amount
BILL00014717,CUST001827,MTR001827,RP002,2024-10-01,2024-10-31,2024-11-05,2024-11-18,,148.22,160.19,1439.88,333.48,143.99,,1917.35,0.0,Auto Debit,2024-11-02,PAID,Overdue,4223.44,60.33,1845.92,2024-11-05 09:55:51,Invalid or missing billing amount
BILL00014591,CUST001667,MTR001667,RP001,2024-11-01,2024-11-30,2024-12-05,2024-12-22,222.79,93.86,115.81,1025.34,112.85,102.53,,1240.72,0.0,Bank Transfer,2024-12-26,Paid,,0,19.38,1166.69,2024-12-05 04:58:06,Invalid or missing billing amount
BILL00011241,CUST000060,MTR000060,RP003,2023-05-01,2023-05-31,2023-06-05,2023-06-21,,130.09,,1946.65,160.59,194.66,,0.0,2301.9,,,Generated,Unpaid,3572.76,163.31,976.05,2023-06-05 23:59:54,Invalid or missing billing amount
BILL00003982,CUST001567,,RP004,2023-05-01,2023-05-31,,2023-06-22,2360.84,969.99,UNKNOWN,18667.14,157.24,1866.71,,0.0,20691.09,,,Cancelled,Unpaid,2388.94,0,,,Invalid or missing billing amount
BILL00015776,CUST002915,MTR002915,UNKNOWN,2023-03-01,2023-03-31,2023-04-05,,,132.99,162.48,1324.77,305.39,132.48,,1762.63,0.0,Mobile App,2023-05-05,Paid,Disputed,UNKNOWN,77.23,-,,Invalid or missing billing amount
BILL00010721,CUST003101,MTR003101,RP001,-,2023-04-30,2023-05-05,2023-05-22,171.92,64.18,115.52,745.56,437.64,74.56,,1257.76,0.0,-,2023-05-26,,Paid,560.7,,,2023-05-05 07:23:58,Invalid or missing billing amount
BILL00019679,CUST001909,MTR001909,RP001,2023-08-01,1693440000,2023-09-05,2023-09-27,197.22,87.15,116.69,884.71,144.39,88.47,,1117.57,0.0,Cash,2023-10-10,Paid,Unpaid,4059.42,166.46,1523.83,2023-09-05 03:35:22,Invalid or missing billing amount
BILL00020460,CUST004418,MTR004418,RP004,2024-12-01,1735603200,2025-01-05,2025-01-23,2067.87,,,16176.89,473.66,-,,0.0,18268.24,,,Generated,Disputed,3431.38,0,1750.71,2025-01-05 12:38:53,Invalid or missing billing amount
BILL00017674,CUST003302,UNKNOWN,RP002,2024-02-01,2024-02-29,2024-03-05,2024-03-16,283.43 kWh,138.74,194.91,1358.87,98.78,135.89,,0.0,1593.53,,,Overdue,Disputed,4663.12,38.04,,,Invalid or missing billing amount
BILL00015421,CUST004825,MTR004825,RP002,2024-02-01,2024-02-29,2024-03-05,2024-03-26,160.41,54.6,99.3,682.25,102.4,68.23,,852.88,0.0,Auto Debit,,Paid,Partial,4329.23,0,166.01,2024-03-05 22:40:52,Invalid or missing billing amount
BILL00010623,CUST004209,MTR004209,RP002,2024-04-01,2024-04-30,2024-05-05,2024-05-23,2026.84,870.92,1299.13,15828.14,379.79,1582.81,,17790.74,0.0,Cheque,2024-05-29,Paid,Partial,512.2,0,1940.4,2024-05-05 03:50:46,Invalid or missing billing amount
BILL00018215,CUST004164,MTR004164,RP001,2024-02-01,2024-02-29,2024-03-05,2024-03-29,873.93,323.96,562.94,6028.4,83.56,602.84,,6714.81,0.0,Cash,2024-04-02,Paid,Overdue,1708.24,116.62,1402.91,2024-03-05 19:17:05,Invalid or missing billing amount
BILL00002405,CUST000721,MTR000721,RP001,2023-01-01,2023-01-31,,2023-02-26,2408.54,786.8,1348.94,19072.59,207.74,1907.26,,21187.59,0.0,Online,,Paid,Unpaid,618.83,0,1797.56,2023-02-05 22:50:14,Invalid or missing billing amount
BILL00016214,UNKNOWN,MTR002364,RP004,2023-05-01,2023-05-31,2023-06-05,2023-06-21,17658.34,5748.01,10465.17,148695.89,164.78,14869.59,,163730.26,0.0,Cash,,,Partial,4570.53,0,1154.55,2023-06-05 23:39:56,Invalid or missing billing amount
BILL00014860,CUST000080,MTR000080,RP004,2024-07-01,31/07/2024,,2024-08-21,111.66,37.77,72.53,414.13,377.64,41.41,,0.0,833.18,,,Generated,,2461.86,23.13,402.42,2024-08-05 03:35:17,Invalid or missing billing amount
BILL00006987,CUST002269,MTR002269,RP003,2024-03-01,2024-03-31,2024-04-05,2024-04-28,188.42,0,,836.31,121.35,83.63,,1041.29,0.0,Cash,,Paid,Paid,1157.22,45.05,1867.02,2024-04-05 02:46:34,Invalid or missing billing amount
BILL00013610,CUST002077,MTR002077,RP003,2023-11-01,2023-11-30,2023-12-05,2023-12-23,693.03,279.15,481.64,4490.75,242.36,449.08,,0.0,5182.2,,,SENT,UNKNOWN,272.14,160.5,1535.71,,Invalid or missing billing amount
BILL00012583,CUST004333,MTR004333,RP004,2023-11-01,2023-11-30,,2023-12-24,1361.5,658.28,856.18,,111.67,1017.28,,0.0,11301.7,,,Sent,,2706.88,0,1266.72,2023-12-05 16:31:48,Invalid or missing billing amount
BILL00012890,CUST000198,MTR000198,RP003,2024-07-01,2024-07-31,2024-08-05,,224.49,106.87,132.32,,161.03,103.47,,1299.19,0.0,Cash,2024-08-03,Paid,Written Off,577.78,110.67,1463.15,,Invalid or missing billing amount
BILL00008572,CUST004675,MTR004675,RP003,2023-03-01,2023-03-31,2023-04-05,2023-04-24,193.07,78.15,105.32,861.88,458.82,86.19,,1406.89,0.0,Online,2023-04-16,Paid,Paid,2980.01,104.56,897.45,2023-04-05 21:07:53,Invalid or missing billing amount
BILL00023353,CUST002867,MTR002867,,2024-11-01,2024-11-30,2024-12-05,2024-12-25,134.05,56.06,92.54,537.28,474.75,53.73,,1065.76,0.0,Auto Debit,2024-12-24,Paid,Written Off,1653.82,102.76,771.68,2024-12-05 10:03:00,Invalid or missing billing amount
BILL00012813,CUST004637,MTR004637,RP006,2024-02-01,29-02-2024,2024-03-05,2024-03-27,308.99,113.57,208.01,1512.93,355.15,151.29,,2019.37,0.0,Cheque,2024-04-09,Paid,Partial,478.51,181.76,1132.5,2024-03-05 01:47:01,Invalid or missing billing amount
BILL00000252,CUST004039,MTR004039,RP002,2023-12-01,2023-12-31,2024-01-05,,39.94,19.64,UNKNOWN,139.79,160.19,13.98,,0.0,313.96,,,,Paid,2814.74,194.52,1538.96,2024-01-05 21:41:23,Invalid or missing billing amount
BILL00014854,CUST001016,MTR001016,RP004,2024-11-01,2024-11-30,2024-12-05,2024-12-22,1285.32,632.52,769.35,9525.22,399.68,952.52,,0.0,10877.42,,,Overdue,,2972.79,0,1087.84,2024-12-05 10:17:26,Invalid or missing billing amount
BILL00016279,CUST004000,MTR004000,RP001,2023-01-01,2023-01-31,2023-02-05,2023-02-18,2311.8,751.91,1302.91,18250.3,397.37,1825.03,,,20472.7,,,Overdue,Written Off,2796.18,0,1563.26,2023-02-05 10:26:28,Invalid or missing billing amount
