read_id,meter_id,customer_id,read_timestamp,read_type,units_consumed,cumulative_reading,voltage_v,current_a,power_factor,peak_demand_kw,reactive_units_kvar,tamper_flag,outage_flag,quality_flag,created_at,rejection_reason
RD00015333,MTR002724,CUST002724,2024-12-08 16:46:06,Automatic,,312295.45,215.9,49.11,0.859,2.397,0.1362,0,,Good,2024-12-08 17:12:06,Invalid or missing units consumed
RD00033413,MTR001293,CUST001293,2023-05-17 07:36:24,Automatic,,314968.36,221.7,21.0,0.819,364.11,23.229,0,0,Good,2023-05-17 07:44:24,Invalid or missing units consumed
RD00041138,MTR003463,CUST003463,2023-02-25 09:24:49,Automatic,,,236.3,41.79,0.72,5.405,0.2339,-,0,Estimated,2023-02-25 09:48:49,Invalid or missing units consumed
RD00035836,MTR002466,CUST002466,2023-10-29 23:31:44,Manual,,383939.24,228.8,43.12,0.752,,0.2,0,,Good,2023-10-29 23:47:44,Invalid or missing units consumed
RD00002875,MTR000756,CUST000756,2024-01-22 15:09:44,Automatic,,305396.43,251.8,40.69,,6.952,0.6562,0,0,Good,2024-01-22 15:21:44,Invalid or missing units consumed
RD00041689,MTR002340,CUST002340,2022-06-21 21:17:27,automatic,,304413.55,244.0,39.1,0.902,6.147,0.2734,0,1,Good,2022-06-21 21:24:27,Invalid or missing units consumed
RD00039675,MTR003114,CUST003114,2023-04-02 20:40:30,Automatic,,,233.5,7.5,0.872,10.405,0.5579,0,0,,,Invalid or missing units consumed
RD00047424,MTR000693,CUST000693,2024-05-27 10:55:46,Revised,,354529.7,213.8,19.9,0.775,10.537,0.4685,0,0,Good,2024-05-27 11:24:46,Invalid or missing units consumed
RD00018017,MTR004877,CUST004877,2022-07-31 13:57:54,Automatic,,441783.64,226.4,36.36,0.718,3.22,,0,0,Good,2022-07-31 14:03:54,Invalid or missing units consumed
RD00045423,MTR002682,CUST002682,2024-08-22 01:05:52,Estimated,,144931.32,UNKNOWN,8.64,,2.679,0.1401,0,0,,2024-08-22 01:27:52,Invalid or missing units consumed
RD00040989,MTR003382,CUST003382,2023-10-16 03:50:56,Revised,,70719.3,230.3,17.81,0.0,2.261,,0,0,Good,2023-10-16 04:02:56,Invalid or missing units consumed
RD00043931,MTR002238,CUST002238,2024-07-29 22:11:07,Manual,,,235.4,24.27,0.724,345.254,33.8489,0,0,,2024-07-29 22:14:07,Invalid or missing units consumed
RD00033697,MTR000446,CUST000446,2022-01-27 08:39:06,Automatic,,338051.82,228.2,13.77,0.887,98.836,2.8331,0,,Good,2022-01-27 09:03:06,Invalid or missing units consumed
RD00021750,MTR003879,CUST003879,2023-12-14 20:28:55,,,34585.52,220.8,43.54,0.808,11.529,0.2383,0,0,Good,2023-12-14 20:46:55,Invalid or missing units consumed
RD00016806,MTR002238,CUST002238,2023-08-25 18:57:46,Automatic,,182229.88,242.0,,0.841,,44.7756,0,0,Good,2023-08-25 18:59:46,Invalid or missing units consumed
RD00000009,,CUST003749,2023-04-11 21:53:57,Manual,,36054.42,234.1,15.33,0.862,10.209,0.6319,0,0,Good,2023-04-11 22:01:57,Invalid or missing units consumed
RD00006463,MTR002481,CUST002481,,Automatic,,12047.59,239.0,34.23,0.737,4.881,0.478,0,0,Good,2023-09-07 12:52:56,Invalid or missing units consumed
RD00000813,MTR099459,CUST001808,2024-02-12 01:45:20,Automatic,,185878.61,230.5,4.2,0.864,16.518,0.329,0,0,Good,2024-02-12 02:10:20,Invalid or missing units consumed
RD00031635,MTR002832,CUST002832,2023-06-03 04:42:06,Automatic,,450915.94,239.1,26.4,0.736,1.382,0.1612,0,1,Good,2023-06-03 05:08:06,Invalid or missing units consumed
RD00040308,MTR002134,CUST002134,2023-11-29 14:24:55,Automatic,,181204.26,216.2,48.88,0.922,533.252,63.0055,0,0,Invalid,2023-11-29 14:46:55,Invalid or missing units consumed
RD00023264,MTR002530,CUST002530,2022-01-24 00:26:54,Estimated,,300720.34,245.4,30.8,0.918,49.922,3.0276,0,0,Good,,Invalid or missing units consumed
RD00040006,MTR002490,CUST002490,,Automatic,,471369.29,,30.49,0.986,6.997,,0,0,Good,2024-09-18 11:00:51,Invalid or missing units consumed
RD00037628,MTR002872,CUST002872,,Automatic,,455641.39,235.0,25.96,0.767,550.439,31.4752,0,1,Good,2024-02-23 19:21:23,Invalid or missing units consumed
RD00017389,MTR003707,,2023-11-11 07:52:37,Automatic,,401677.61,235.7,48.54,0.834,52.537,1.7762,0,0,Good,2023-11-11 07:53:37,Invalid or missing units consumed
RD00016824,MTR003648,CUST003648,2023-07-28 22:39:56,Estimated,,461984.47,230.0,17.95,0.768,5.679,0.3956,0,0,Good,2023-07-28 23:00:56,Invalid or missing units consumed
RD00025981,MTR001348,CUST001348,,Automatic,,368176.74,219.0,13.51,0.796,9.633,0.898,0,0,Good,2022-09-03 17:01:44,Invalid or missing units consumed
RD00041358,MTR004089,CUST004089,,Automatic,,104749.0,224.7,27.09,0.853,267.743,7.0212,0,0,Good,2024-05-11 21:31:53,Invalid or missing units consumed
RD00011336,MTR003615,CUST003615,2024-05-26 16:01:15,,,23999.35,219.3,44.88,0.0,8.883,1.1268,0,0,Good,2024-05-26 16:17:15,Invalid or missing units consumed
RD00028355,MTR001359,CUST001359,2022-01-13 12:37:37,Automatic,,472054.46,227.9,4.35,0.861,34.984,3.6154,0,0,Good,2022-01-13 12:56:37,Invalid or missing units consumed
RD00032540,MTR000080,CUST000080,2024-02-25 07:47:45,Automatic,,82970.88,237.9,31.39,0.915,2.406,0.1117,0,0,Good,2024-02-25 07:51:45,Invalid or missing units consumed
RD00018374,MTR002682,CUST002682,2024-05-07 00:35:21,Automatic,,285782.25,232.1,31.57,0.807,1.985,0.0487,1,0,Good,2024-05-07 00:54:21,Invalid or missing units consumed
RD00004678,MTR004429,CUST004429,2023-07-03 04:43:14,Automatic,,205120.93,226.7,,0.941,4.331,,0,0,0,2023-07-03 04:57:14,Invalid or missing units consumed
RD00008881,MTR002124,CUST002124,2023-04-28 03:18:01,Automatic,,91534.68,228.7,16.64,0.863,4.66,0.1691,0,0,Good,2023-04-28 03:35:01,Invalid or missing units consumed
RD00032039,MTR000394,CUST000394,2024-07-12 20:59:46,Automatic,,217605.66,239.8,29.87,0.825,18.362,0.9588,0,0,Estimated,2024-07-12 21:20:46,Invalid or missing units consumed
RD00049701,MTR003177,CUST003177,2024-04-12 08:31:19,Automatic,,71965.35,222.4,,0.733,6.238,0.5557,0,0,Good,2024-04-12 08:49:19,Invalid or missing units consumed
RD00000241,MTR004745,CUST004745,2022-01-28 08:26:47,Automatic,,448063.3,237.2,49.5,0.83,4.986,0.1907,0,0,Good,2022-01-28 08:40:47,Invalid or missing units consumed
RD00019897,MTR002485,CUST002485,2023-07-07 12:21:16,Estimated,,484396.5,249.1,45.89,0.752,38.348,2.716,,0,Good,2023-07-07 12:40:16,Invalid or missing units consumed
RD00016889,MTR000260,CUST000260,2024-05-22 04:45:15,Estimated,,78891.2,208.9,9.37,0.704,51.458,4.7383,0,0,Good,2024-05-22 05:11:15,Invalid or missing units consumed
RD00015768,MTR001523,CUST001523,2024-06-08 02:47:03,Manual,,449317.54,240.7,14.08,0.962,4.678,0.2762,0,0,Good,2024-06-08 02:48:03,Invalid or missing units consumed
RD00010848,MTR004239,CUST004239,2023-03-17 18:52:17,Manual,,281687.6,224.5,42.72,0.824,53.205,4.025,0,0,Good,2023-03-17 19:21:17,Invalid or missing units consumed
RD00011038,MTR004635,CUST004635,2023-12-03 08:51:19,Automatic,,458698.16,212.7,20.54,0.732,,1.2466,0,0,Good,2023-12-03 08:52:19,Invalid or missing units consumed
RD00031890,MTR003259,CUST003259,2023-08-01 11:15:54,Estimated,,495349.7,223.1,10.38,0.966,9.172,0.3942,0,0,Invalid,2023-08-01 11:41:54,Invalid or missing units consumed
RD00004502,MTR003694,CUST003694,2024-01-18 13:32:56,Manual,,180684.94,224.7,24.71,0.927,8.142,0.6225,0,0,Good,2024-01-18 13:50:56,Invalid or missing units consumed
RD00019195,MTR004202,CUST004202,2022-06-18 02:04:11,Manual,,480226.01,,26.48,0.807,62.41,3.2243,0,0,Good,2022-06-18 02:24:11,Invalid or missing units consumed
RD00044270,MTR004491,CUST004491,2022-07-18 12:36:00,Automatic,,385353.05,230.0,39.8,0.98,402.901,23.7774,0,0,Good,2022-07-18 12:56:00,Invalid or missing units consumed
RD00010961,MTR004705,CUST004705,2024-01-25 18:03:41,Automatic,,147484.76,UNKNOWN,26.59,0.847,37.722,2.0187,0,0,Good,2024-01-25 18:12:41,Invalid or missing units consumed
RD00034158,MTR099616,CUST002759,2023-10-03 12:22:17,Automatic,,371848240.0,228.5,20.97,0.893,4.358,0.209,0,0,Good,2023-10-03 12:50:17,Invalid or missing units consumed
RD00022119,MTR003233,CUST003233,2022-12-14 23:05:38,Automatic,,410027.45,231.2,36.14,0.778,10.467,0.435,0,0,Good,2022-12-14 23:35:38,Invalid or missing units consumed
RD00016104,MTR099197,CUST000351,2023-03-09 03:47:20,AUTOMATIC,,457615.92,239.2,39.28,0.913,0.931,0.0363,,0,Good,2023-03-09 04:16:20,Invalid or missing units consumed
RD00040999,MTR001697,CUST001697,2023-12-23 23:29:02,Automatic,,427515.18,214.2,31.26,0.997,1.298,0.0863,0,0,Estimated,2023-12-23 23:49:02,Invalid or missing units consumed
RD00014417,MTR000157,CUST000157,2023-04-28 21:07:29,Automatic,,263317.28,237.0,33.23,0.962,,,0,1,Good,2023-04-28 21:30:29,Invalid or missing units consumed
RD00005756,MTR004684,CUST004684,2023-02-07 08:57:49,Automatic,,420.28518,207.4,9.66,0.962,7.916,0.3375,0,0,Good,,Invalid or missing units consumed
RD00002940,MTR000151,CUST000151,2022-09-27 01:28:41,Automatic,,436571.84,231.6,35.5,0.73,0.0,2.1854,0,0,Good,2022-09-27 01:45:41,Invalid or missing units consumed
RD00030968,MTR001612,CUST001612,2024-08-09 11:54:03,Estimated,,131888.52,224.0,3.11,0.776,,0.214,0,0,Good,2024-08-09 12:16:03,Invalid or missing units consumed
RD00024548,MTR004966,CUST004966,2023-04-24 10:45:57,,,301585.24,236.3,10.93,0.803,117.729,6.492,0,0,Good,2023-04-24 10:57:57,Invalid or missing units consumed
RD00027880,MTR001163,CUST001163,2023-02-15 03:07:04,Automatic,,303816.29,241.9,22.78,0.962,10.151,0.5555,0,0,,,Invalid or missing units consumed
RD00002471,MTR003387,CUST003387,2022-03-10 12:18:19,Automatic,,346681.88,213.1,,0.777,52.106,1.2756,0,0,Good,2022-03-10 12:23:19,Invalid or missing units consumed
RD00028265,MTR003716,CUST003716,2024-05-18 20:44:27,Estimated,,361157.4,235.9,11.23,0.852,8.64,0.6712,0,0,GOOD,2024-05-18 20:58:27,Invalid or missing units consumed
RD00029847,MTR001504,CUST001504,,Automatic,,338196.49,217.8,31.91,0.965,953.673,64.0034,0,0,Good,2022-06-27 02:21:58,Invalid or missing units consumed
RD00013912,MTR003874,CUST003874,2022-11-23 01:08:41,Automatic,,263330.81,224.5,11.29,0.789,0.858,0.0458,0,0,Good,2022-11-23 01:15:41,Invalid or missing units consumed
RD00015626,MTR000994,CUST000994,2023-11-27 05:31:11,Automatic,,173708.18,213.1,0.25,0.926,710.234,14.5675,0,0,Good,2023-11-27 05:57:11,Invalid or missing units consumed
RD00049197,MTR000220,CUST000220,,estimated,,66730.75,238.4,44.11,0.874,2.737,0.0901,0,0,Good,2023-01-26 10:49:03,Invalid or missing units consumed
RD00017981,MTR001714,CUST001714,,Automatic,,492408.92,239.2,18.36,0.85,,3.696,0,0,Suspect,,Invalid or missing units consumed
RD00007703,MTR000915,CUST000915,2022-09-23 11:28:10,0,,0.0,224.2,9.24,0.761,0.925,0.0708,0,0,Good,2022-09-23 11:51:10,Invalid or missing units consumed
RD00030119,MTR001528,CUST001528,2024-11-28 04:05:28,-,,407511.77,234.7,,0.963,4.065,0.0995,0,0,Good,,Invalid or missing units consumed
RD00020646,MTR001432,CUST001432,2023-03-28 09:57:36,Manual,,134256.1,250.5,46.33,0.706,3.914,0.2683,0,0,,2023-03-28 10:02:36,Invalid or missing units consumed
RD00012922,MTR004278,CUST004278,2024-09-24 02:22:36,Manual,,,239.4,43.92,0.734,2.627,0.1306,0,0,Good,2024-09-24 02:29:36,Invalid or missing units consumed
RD00049202,MTR004128,CUST004128,2023-05-21 19:03:46,Revised,,368852.17,203.0,10.41,0.754,97.975,5.0628,0,0,Good,2023-05-21 19:21:46,Invalid or missing units consumed
RD00046774,MTR000408,CUST000408,,Automatic,,244498.06,220.8,1.27,0.943,76.909,8.9356,0,UNKNOWN,Good,2024-09-20 18:28:13,Invalid or missing units consumed
RD00019546,MTR000888,CUST000888,2022-12-09 12:28:07,Automatic,,47935.45,238.0,4.03,0.723,86.16,1.9866,0,1,Good,2022-12-09 12:49:07,Invalid or missing units consumed
RD00044819,MTR004046,CUST004046,2023-03-09 23:53:05,Automatic,,477743.03,229.6,34.42,0.85,2.028,0.0757,0,0,Good,,Invalid or missing units consumed
RD00030952,MTR004771,CUST004771,2022-02-27 05:15:21,Revised,,120410.24,225.6,25.96,0.935,48.575,2.2516,0,UNKNOWN,Good,2022-02-27 05:27:21,Invalid or missing units consumed
RD00006327,MTR099600,CUST004321,2024-09-23 21:25:38,Automatic,,459853.55,226.3,1.25,0.0,1.742,0.0574,0,0,Good,2024-09-23 21:42:38,Invalid or missing units consumed
RD00047292,MTR001011,CUST001011,2023-08-11 17:43:02,Automatic,,194055.31,226.4,29.12,0.954,,0.0386,0,0,Good,,Invalid or missing units consumed
RD00009125,0,CUST004423,2024-05-31 15:00:50,Automatic,,485874.76,249.5,36.6,0.922,461.1,24.3752,0,1,Good,,Invalid or missing units consumed
RD00002432,MTR002550,CUST002550,,Revised,,170347.96,222.4,18.81,0.771,31.562,1.2819,0,0,Good,2022-11-17 11:32:34,Invalid or missing units consumed
RD00004452,-,CUST001627,2023-05-29 03:09:10,Automatic,,,229.1,32.39,,4.931,0.4153,1,0,Good,2023-05-29 03:39:10,Invalid or missing units consumed
RD00045883,MTR004668,CUST004668,2023-01-16 01:46:13,Automatic,,43954.65,236.2,39.63,,3.467,0.2029,1,0,Estimated,2023-01-16 02:09:13,Invalid or missing units consumed
RD00042760,MTR001470,CUST001470,,Automatic,,395013.74,229.3,2.24,0.809,2.899,0.1913,0,0,Good,2022-04-21 13:38:16,Invalid or missing units consumed
RD00019631,MTR002694,CUST002694,2022-01-03 14:05:53,Automatic,,492052.16,222.9,40.01,0.994,8.471,0.3521,0,0,Good,2022-01-03 14:22:53,Invalid or missing units consumed
RD00047821,MTR000606,CUST000606,,automatic,,397421.97,225.6,38.01,0.98,3.491,0.2336,0,0,Good,2023-12-04 04:00:38,Invalid or missing units consumed
RD00003390,MTR004470,CUST004470,2022-12-03 02:31:00,Automatic,,390743.67,235.7,37.01,0.822,4.748,0.1166,0,0,Suspect,2022-12-03 03:01:00,Invalid or missing units consumed
RD00002355,MTR002617,CUST002617,2023-10-02 15:03:31,Automatic,,0.0,226.5,46.45,,,0.4051,0,0,Estimated,2023-10-02 15:21:31,Invalid or missing units consumed
RD00008778,MTR003335,CUST003335,2024-06-01 14:29:05,Automatic,,281840.54,236.8,0.8,0.999,11.105,0.8536,0,0,Good,2024-06-01 14:43:05,Invalid or missing units consumed
RD00047069,MTR002000,0,2024-08-30 15:24:01,MANUAL,,12048.52,222.7,20.46,0.885,9.675,0.4649,0,0,Good,2024-08-30 15:54:01,Invalid or missing units consumed
RD00048284,MTR002729,CUST002729,2024-02-25 11:05:39,Automatic,,313915.96,,8.63,0.918,12.699,0.8118,0,0,Good,2024-02-25 11:07:39,Invalid or missing units consumed
RD00047077,MTR002058,CUST002058,2024-12-15 09:36:34,Automatic,,72204.0,244.4,49.85,,86.107,9.2983,0,0,Good,2024-12-15 10:00:34,Invalid or missing units consumed
RD00015561,MTR004151,CUST004151,2023-12-23 16:28:54,Automatic,,90048.5,237.9,27.56,0.947,69.815,5.2835,0,0,Good,2023-12-23 16:54:54,Invalid or missing units consumed
RD00025637,MTR000876,CUST000876,2022-12-23 08:26:15,Automatic,,124343.91,212.0,9.12,0.0,89.894,,,0,Good,2022-12-23 08:42:15,Invalid or missing units consumed
RD00011439,MTR000863,CUST000863,2023-11-15 01:37:55,Automatic,,363119.79,UNKNOWN,12.54,0.757,27.005,,0,0,Good,,Invalid or missing units consumed
RD00014510,MTR099404,-,2024-01-26 22:52:23,Manual,,56945.24,223.8,10.59,,783.274,29.3234,0,0,Invalid,2024-01-26 23:03:23,Invalid or missing units consumed
RD00008424,MTR001811,CUST001811,2024-03-31 06:53:26,Automatic,,95699.54,225.6,40.29,0.947,8.783,0.5916,0,0,Good,2024-03-31 07:22:26,Invalid or missing units consumed
RD00046402,MTR002789,CUST002789,2022-04-03 18:27:18,Automatic,,109321.78,,5.96,0.905,5.855,0.643,0,0,Good,2022-04-03 18:35:18,Invalid or missing units consumed
RD00024354,MTR000667,CUST000667,2022-12-03 15:42:22,Automatic,,411972.19,228.9,29.88,0.839,117.286,6.3107,0,0,Good,,Invalid or missing units consumed
RD00006922,MTR001249,CUST001249,2023-08-18 21:45:22,AUTOMATIC,,135656.59,246.7,18.49,0.984,369.457,20.1902,0,0,Good,2023-08-18 21:47:22,Invalid or missing units consumed
RD00048723,,CUST003103,2022-04-18 22:01:55,Revised,,49625.54,221.1,28.97,0.91,,0.5541,0,0,Suspect,,Invalid or missing units consumed
RD00015379,MTR000002,CUST000002,2023-07-14 23:21:33,Estimated,,479401.88,233.4,28.88,0.863,6.465,0.5132,0,UNKNOWN,Good,2023-07-14 23:32:33,Invalid or missing units consumed
RD00047108,MTR002246,UNKNOWN,2023-12-16 23:13:32,Estimated,,329196.06,241.5,38.62,0.788,3.466,0.3694,0,0,Good,2023-12-16 23:35:32,Invalid or missing units consumed
RD00017687,MTR003543,CUST003543,2024-10-14 20:19:41,Automatic,,33820.34,222.2,21.28,0.718,33.259,1.0489,0,0,0,2024-10-14 20:23:41,Invalid or missing units consumed
RD00036091,MTR000269,CUST000269,2024-05-10 14:13:59,Automatic,,417054.51,UNKNOWN,5.38,0.881,3.324,0.3778,0,UNKNOWN,,2024-05-10 14:26:59,Invalid or missing units consumed
RD00038776,MTR004635,CUST004635,,Automatic,,137311.74,231.7,41.42,0.713,114.088,6.4499,0,0,Good,2022-04-16 07:13:53,Invalid or missing units consumed
RD00025141,MTR003626,CUST003626,2023-10-23 04:56:23,Automatic,,330777.28,221.9,24.01,0.866,2.274,0.1459,0,0,Good,2023-10-23 05:09:23,Invalid or missing units consumed
RD00043555,MTR004176,CUST004176,2022-04-14 21:07:16,Automatic,,131120.1,239.9,29.86,0.966,13.489,0.695,0,0,Good,2022-04-14 21:25:16,Invalid or missing units consumed
RD00040480,MTR000061,CUST000061,2022-08-14 11:45:02,Revised,,140913.67,229.7,39.64,0.864,12.861,0.6526,,0,Good,2022-08-14 12:06:02,Invalid or missing units consumed
RD00040415,MTR004821,CUST004821,,Automatic,,130420.69,237.3,11.37,,15.443,1.0828,0,1,Good,2023-02-07 12:56:38,Invalid or missing units consumed
RD00018342,MTR002477,CUST002477,2024-01-18 11:02:22,Automatic,,210132.55,217.1,,0.871,2.043,0.0924,0,0,-,2024-01-18 11:19:22,Invalid or missing units consumed
RD00030520,MTR002817,,2022-12-05 01:57:19,Automatic,,207668.21,246.1,47.96,0.873,11.576,1.1659,0,UNKNOWN,,2022-12-05 01:59:19,Invalid or missing units consumed
RD00035564,MTR003340,CUST003340,2023-12-06 17:07:59,Estimated,,48487.49,245.5,6.12,0.904,103.674,7.255,0,0,Estimated,2023-12-06 17:30:59,Invalid or missing units consumed
RD00043963,MTR004351,,2022-05-20 22:35:52,Manual,,250265.01,239.3,29.19,0.722,14.65,0.3229,0,0,Good,2022-05-20 22:57:52,Invalid or missing units consumed
RD00037755,MTR002124,CUST002124,2024-08-28 23:58:19,Automatic,,213904.93,226.6,32.65,0.953,1.581,0.0813,0,0,Invalid,2024-08-29 00:07:19,Invalid or missing units consumed
RD00040516,MTR004407,CUST004407,2022-02-27 15:34:49,Automatic,,336481.25,234.9,31.93,0.931,0.747,0.0538,0,0,Good,2022-02-27 16:02:49,Invalid or missing units consumed
RD00031155,MTR003357,CUST003357,2022-09-07 12:16:00,Automatic,,492600.21,223.3,7.63,0.731,,0.5938,0,0,Good,2022-09-07 12:20:00,Invalid or missing units consumed
RD00047437,MTR004351,CUST004351,2022-09-28 19:57:09,,,354441.94,239.6,36.63,0.837,1.373,0.0481,0,0,Good,2022-09-28 20:14:09,Invalid or missing units consumed
RD00044522,MTR004027,CUST004027,2022-10-01 11:57:41,Manual,,44510.08,UNKNOWN,20.03,0.869,33.091,2.2841,0,0,Good,,Invalid or missing units consumed
RD00000224,MTR003690,CUST003690,2022-02-03 12:24:27,automatic,,383517.21,224.8,36.36,0.726,54.542,3.2158,0,0,Estimated,2022-02-03 12:30:27,Invalid or missing units consumed
RD00040379,MTR000492,CUST000492,,Automatic,,271345.08,232.0,38.95,0.8,50.259,2.1435,0,0,Good,2022-12-27 06:39:28,Invalid or missing units consumed
RD00011317,MTR099285,CUST004653,2023-01-08 20:53:37,Automatic,,86175.69,244.9,,0.767,151.949,12.22,0,1,Good,2023-01-08 20:58:37,Invalid or missing units consumed
RD00047137,MTR000049,CUST000049,2023-01-25 08:13:55,Automatic,,480443.56,224.4,3.41,0.776,53.31,4.5318,0,UNKNOWN,Estimated,2023-01-25 08:19:55,Invalid or missing units consumed
RD00015113,MTR000138,CUST000138,2024-11-21 15:45:02,Automatic,,473289.27,243.7,35.23,0.853,4.964,0.2305,0,0,Estimated,,Invalid or missing units consumed
RD00038248,MTR000572,CUST000572,2022-09-22 15:02:22,Revised,,345506.21,231.0,41.82,0.97,13.554,0.4179,0,0,Good,2022-09-22 15:06:22,Invalid or missing units consumed
RD00035671,MTR001798,CUST001798,,UNKNOWN,,493793.77,250.2,34.99,0.829,779.851,30.6336,0,0,Good,2024-08-31 03:13:00,Invalid or missing units consumed
RD00006677,MTR003640,CUST003640,2023-01-06 07:40:52,Manual,,131351.67,237.9,44.06,0.809,49.154,2.0484,0,0,Good,,Invalid or missing units consumed
RD00012546,MTR004010,CUST004010,2022-11-07 02:00:27,Manual,,319825.53,234.0,7.08,0.72,,0.1372,0,0,Good,2022-11-07 02:15:27,Invalid or missing units consumed
RD00047028,MTR001845,CUST001845,2024-12-09 03:54:12,Automatic,,228574.92,237.8,49.86,0.746,3.349,,0,0,Good,2024-12-09 04:19:12,Invalid or missing units consumed
RD00046886,MTR003905,CUST003905,2023-09-02 16:31:29,automatic,,484220.39,228.0,3.91,0.733,27.507,0.7091,0,0,Good,2023-09-02 16:57:29,Invalid or missing units consumed
RD00010962,MTR002116,CUST002116,2022-05-29 01:26:55,Automatic,,329835.19,221.0,21.7,0.739,31.874,1.9164,,0,Good,2022-05-29 01:56:55,Invalid or missing units consumed
RD00034430,MTR002384,CUST002384,,Automatic,,77654.27,220.8,20.42,0.885,4.764,0.1027,0,0,Good,2023-11-07 11:29:35,Invalid or missing units consumed
RD00032638,MTR002497,CUST002497,2022-04-22 15:45:18,Automatic,,39525.7,219.3,29.93,0.864,94.74,6.5287,0,1,Good,2022-04-22 15:55:18,Invalid or missing units consumed
RD00008610,MTR003613,CUST003613,2022-02-01 20:41:44,Automatic,,274371.17,234.2,9.59,0.875,14.186,0.8196,0,0,Good,2022-02-01 21:10:44,Invalid or missing units consumed
RD00002023,MTR002399,CUST002399,2023-11-03 23:33:41,Automatic,,466946.98,212.5,1.74,0.925,14.471,0.518,0,0,Good,2023-11-03 23:37:41,Invalid or missing units consumed
RD00031654,MTR002128,CUST002128,,Revised,,91875.42,,2.25,0.97,6.284,0.294,0,0,Good,2023-10-30 07:10:29,Invalid or missing units consumed
RD00045592,MTR002013,CUST002013,2022-09-26 04:19:25,Automatic,,445114.79,213.8,40.59,0.788,1.218,0.0416,0,0,Good,2022-09-26 04:49:25,Invalid or missing units consumed
RD00041027,MTR003938,CUST003938,2022-02-04 16:01:12,Automatic,,110407.74,233.5,20.37,0.838,5.285,0.2224,0,1,Good,2022-02-04 16:04:12,Invalid or missing units consumed
RD00041486,MTR002325,CUST002325,2022-05-05 18:23:15,Automatic,,438473.67,230.1,,,1.34,0.0622,0,0,Good,2022-05-05 18:27:15,Invalid or missing units consumed
RD00046937,MTR001031,CUST001031,2023-10-25 14:05:19,Automatic,,252241.5,,39.29,0.762,5.595,0.214,0,0,Good,2023-10-25 14:06:19,Invalid or missing units consumed
RD00002667,MTR099173,CUST002174,2023-04-08 05:42:21,Automatic,,39218.98,231.6,,0.962,22.606,2.3409,0,,Good,2023-04-08 06:00:21,Invalid or missing units consumed
RD00017045,,CUST001171,2023-10-03 10:46:27,Automatic,,449564.36,225.7,45.32,0.873,1.025,0.0423,0,0,GOOD,2023-10-03 10:47:27,Invalid or missing units consumed
RD00013201,MTR004818,CUST004818,,Automatic,,259497.03,218.8,0.62,0.97,,0.2313,0,0,Good,2024-11-14 06:08:44,Invalid or missing units consumed
RD00035484,MTR001992,CUST001992,2023-08-30 05:56:19,Automatic,,124480.77,230.9,18.54,0.758,1.493,0.0587,0,0,Good,2023-08-30 06:20:19,Invalid or missing units consumed
RD00030903,MTR000716,CUST000716,2023-06-16 14:24:46,Automatic,,427889.82,225.5,44.1,0.973,40.145,1.618,0,0,Good,2023-06-16 14:25:46,Invalid or missing units consumed
RD00023440,MTR003638,CUST003638,2024-10-15 08:32:32,Automatic,,184599.97,236.8,23.84,0.862,7.168,0.5295,1,0,Good,2024-10-15 08:48:32,Invalid or missing units consumed
RD00027539,MTR000182,CUST000182,2024-05-19 02:12:19,Manual,,149871.1,229.0,6.4,0.769,2.16,0.2267,0,0,Good,2024-05-19 02:13:57,Invalid or missing units consumed
RD00006782,MTR004693,CUST004693,,Automatic,,156587.32,231.4,28.1,0.94,28.197,1.0324,0,0,Estimated,2022-03-06 23:46:34,Invalid or missing units consumed
RD00049313,MTR004499,CUST004499,2022-04-07 01:03:32,Automatic,,67040.02,239.6,18.25,0.882,1.384,0.028,0,0,Good,2022-04-07 01:30:32,Invalid or missing units consumed
RD00036755,MTR004659,CUST004659,2023-12-09 21:04:23,Automatic,,222462.8,231.0,47.68,0.731,10.123,0.6912,-,0,Good,2023-12-09 21:20:23,Invalid or missing units consumed
RD00030948,MTR002638,CUST002638,,Automatic,,268554.13,233.5,43.91,0.9,3.304,0.0914,0,0,Good,2022-05-15 15:10:06,Invalid or missing units consumed
RD00002170,MTR002876,CUST002876,2022-09-23 10:13:06,Revised,,368971.87,245.6,23.36,0.82,11.685,0.6413,0,0,Good,2022-09-23 10:17:06,Invalid or missing units consumed
RD00030033,MTR003991,CUST003991,2022-12-02 20:25:36,Automatic,,188441.77,227.5,,0.986,28.066,1.006,0,0,Good,,Invalid or missing units consumed
RD00015897,MTR004591,CUST004591,2024-02-06 13:59:58,Manual,,195301.33,222.9,5.49,0.762,78.578,2.1861,0,0,Good,2024-02-06 14:06:58,Invalid or missing units consumed
RD00042575,MTR001611,CUST001611,2022-09-09 17:22:13,Automatic,,87204.57,225.3,0.86,0.996,9.243,0.7453,0,1,Good,2022-09-09 17:38:13,Invalid or missing units consumed
RD00012035,MTR001385,CUST001385,2024-08-22 07:20:03,,,32337.23,212.4,15.21,0.909,962.585,,0,0,Good,2024-08-22 07:27:03,Invalid or missing units consumed
RD00038360,MTR004361,CUST004361,2022-12-04 11:08:00,Automatic,,235460.19,224.9,7.59,0.868,3.364,0.2487,1,UNKNOWN,Good,2022-12-04 11:32:00,Invalid or missing units consumed
RD00030993,MTR003575,CUST003575,2023-10-02 00:01:24,Automatic,,352620.86,219.1,,0.919,23.926,1.987,0,0,ESTIMATED,,Invalid or missing units consumed
